airline_sentiment,text
0,@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.
0,"@united I'm rebooked now, but the line was 300 people deep."
0,"@united @FlyEIA yes, they said it took more than an hour!"
0,@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.
1,@united Ok thank again for your help!
0,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx
1,@united flight 1491...plane from SFO to DEN is basically on time.
1,@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.
0,@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns
0,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD"
0,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you..."""
0,"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though."
0,@united flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.
0,"@united Not appropriate to ask in public (hence the dm). each united employee, each a new answer. your process was such a hassle i Cancelled Flighted."
0,@united well that's big of you but I don't have terribly high expectations at this point.
0,@united it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 👿
0,"@united nice your app says US 4972 delayed by weather.  Pilot says waiting on fuel.  One in ur control, one not"
1,@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.
0,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?"
0,@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.
0,"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?"
1,"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf..."
0,@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap
0,@united Nope - still no one helped me.  Giving up on united. #badservice
0,@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.
0,@united I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful
0,@united Flight UA1270 is descending into farce and we haven't left EWR yet. Is this going to get any worse?
0,"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!"
0,@united 45+ min at EWR baggage claim #stillnobags #ridiculous
0,"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence."
0,@united yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j
0,@united at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T
1,@united thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.
0,@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early
0,@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option
0,"@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints"
0,"@united done. Want me to send a screen shot of the second call, which is now at over 45 minutes?"
1,@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE
0,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better
0,"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ"
0,"@United the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent."
0,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?"
0,"@United of urgency, but this is ridiculous. Your ceo claims to be customer focused, yet when delays happen, planes sit and customers are"
0,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit
0,"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense"
1,@united ok thx!
0,@united go to hell
0,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed"
0,@united Would be helpful if you could refresh boarding time info on boarding passes for delayed flights
0,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!"
1,@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.
1,@united counter agents at RDU deserve a medal. #thankyou
0,The saga of the @MelissaAFrancis bag delay w/ @United - will there be a reunion or will she be forced to go shopping? Stay tuned.
0,@united Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!
1,@united thank you. Literally called for preboarding as I ran up.
0,@united why do you guys split up the charges to credit cards? Making it unnecessarily more expensive for people to fly with you guys on pts
0,"@united it was UA381 on 14 Feb. Point is, overselling flights= bad. Making people wait 1hr while you kick them off after boarding is worse"
1,@united that's brilliant Thankyou so much. Is it classed as part of carryon?
1,@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me
0,@united we've been here since 3am and you've Cancelled Flightled our flight twice
0,@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396
0,@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.
0,@united from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK
0,@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight
0,@united is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.
1,@united Great! I'm ready to go home.
1,@united wow you even answered back!  Awesome! @AmericanAir @USAirways That's customer service!!! #usairwaysfail
0,@united noooooooooooooooooooooope.
0,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily."
1,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.
1,@united Thank you! You need to follow back tho otherwise I can't DM you. X
0,"@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people"
0,@united @JMS2802 : nothing like supporting your own mechanics and maintenance workers...instead United puts out a video of TIMCO doing wifi.
1,@united Just sent! Thanks :)
0,@united already missed  connection ugh
0,"@united @JMS2802 : sure show a video of your outsourced favorite TIMCO, who has a knack for doing substandard maintenance work on aircraft."
0,@united How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!
0,@united there are a lot of unhappy cold people on the bridge in freezing temps for an hour. Not given any info.
0,@united flight 3763 IAd-Sat. We're on the outdoor track for an hour
0,@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.
0,@united u would not be able to rebook me to get home any sooner than a now 2hr delayed flight.  #linesforever #customerservice #fail #again
0,@united you're the reason this whole travel experience has been a nightmare
0,@united what a pointless tweet. At least @AmericanAir asked me to follow them to try and resolve
0,@united that's not even an apology
0,@united that's cool - now what?
0,@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline without WiFi...
0,"@united, b4 boarding this attendant took his shoe &amp;sock off at the desk and showed other agents his foot. So gross. http://t.co/755VpYm4Mv"
0,@united #unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can't even take a walk without missing a change.
0,"@united Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room"
0,"@united Either is fine. However, plundering my hard-earned dollars is not fine."
0,"@united your SFO-YYJ fight is Cancelled Flightled several times each week, why even bother?"
0,"@united, and now while waiting for new pilot the door on plane BROKE. why am I global services status  on an airline that's unsafe? STUNNING"
0,@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?
0,"@united Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back!"
0,"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice"
0,"@united e-ticket # 0162389030167, refund request # 16866853, case id # 8465981"
0,@united been on the phone for over an hour with customer service and they can't figure it out! awesome service... NOT!
0,"@united
You really know how to piss people off. Your Farelock option is fake!"
0,"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care."
0,@united only thing confusing me is why I lost priority boarding? I'm a mileage plus card member 😔
0,@united We're hoping to hear from you actually.
0,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day"
0,"@united It's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance""."
0,"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight."
0,"@united a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out."
0,"@united sorry for the delayed response. It was UA #381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also, lost my bags"
0,@united Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.
1,@united thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911
0,@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi
0,"@united I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?"
0,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead."
0,"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United"
0,@united Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket
0,@united 1.75 hour delay.  Nothing says sorry like a voucher.  Missing time with family.  #family #precioustime
0,@United has two whole people trying to schedule a flight's worth of missed connections. Shameful http://t.co/6kqLhVaP7G
0,"@united is unfriendly screw family, that hates kids and moms. now waiting on  UA871... pray its better FYVRFN ..due to agent error and tickt"
0,"@united  gate agent at EWR "" if you are disabled or in a wheel chair, it's time to board, please step"". STEP UP??? Lol"
0,@united it won't help...been there done that.
0,@united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals
1,@united would love help getting there today. In #EWR now. Will take any airline and connections. Thx
0,@united today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag
0,@united we had four scheduled flights on this reservation and literally did not take one! Unreal
0,@united in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over
0,@united 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap
0,@united arrived in YYZ to take our flight to Taiwan. Reservation missing our ticket numbers. Slow agent Sukhdeep caused us to miss our flt.
1,@united thank you!
1,@united Thanks for the update.
0,@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR
0,@united I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?
0,"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details."
0,@united Has it departed? I was awaiting an inbound plane yesterday for three hours and it never arrived. Had to stay overnight (again).
1,@united just confirmed a seat! Crisis averted! Beers won't be missed now
0,@united was that English? I'll DM though I don't think you'll make a plane appear.
0,@united looks like today will be my 6th consecutive delayed flight from you...do I win a prize??? @Southwest Air why don't you fly to SBA? 😭
0,@united sitting in a plane with no pilot.  Thanks! #waitingonapilot #denver #siouxfalls #whyairtravelsucks
1,@united Understood and thanks! I should have tried reaching out sooner.
0,@united already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?
0,@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?
0,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines
0,"@united and most frustratingly, all this delay happened either at the gate, or even onboard the aircraft! No heads up in advance!!!"
1,@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA
0,"@united my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting!"
0,@united Ha… you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family. Too Late Flight for that. Just fly on time for once.
0,@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!
1,@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior
0,@united  #UnitedAirlines  how long will1531 be delayed.
0,@united Why isn't the flight status updated to delayed UA1532 no board
0,@united I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too? @VirginAmerica knows better..
0,@united i travelled from SCL- IHA feb 17. the AC on my sit (21L) was ON all night. I complaint to FA who never gave me a real answer. Help!
0,@united you suck.    9 hour delay?!
0,@united you are the worst airline in the world! From your crap website to your worthless app to your Late Flight flight. You SUCK! Just shut down.
0,"@united JH, thanks so much for reaching out. I was able to get assistance after waiting for 70 minutes."
0,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!
0,@united. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn't police the overhead bins?
0,@united Please msg me a # for customer service. I will have an invoice for my dry cleaning but won't be able take wet clothes to the airport
0,@united AN HOUR DELAY BECAUSE YOU CAN'T PRINT A PIECE OF PAPER!
0,@united still no response??
0,@united should have been able to get seat assign without paying $174 more - cust sec should have done that for me
0,"@united There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can't reach anyone there to deliver..."""
0,@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.
0,@united My credit card was charged on the transaction when I was told it would not be. If the charge goes through I will be contacting you.
0,@united my PQMs and PQDs are no longer showing up correctly in my MileagePlus acct. How can I get this fixed?
1,@united Thanks!
0,@united 768 SFO to BOS and no internet it is 2015 what gives?
0,"@united is the worst. Worst reservation policies. Worst costumer service. Worst worst worst. Congrats, @Delta you're not that bad!"
0,@united I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!
0,"@united I got email update but still no ETA. More communication/details, apology + info on compensation rights would go a long way"
0,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?
0,@united no they aren't - I just called to check. #WORSTCUSTOMERSERVICE
0,@united passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines)
1,"@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!"
0,"@united need to work on your #United #flierfriendly program. At the very least, clue in your flight attendants."
0,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united
0,@united 's new #flierfriendly is garbage. Just had to cry to get attendant to find a place for my medical supplies with limited overhead
0,@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!
0,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule..."
0,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE
0,"@united UA1130 Flight was a nightmare!! From poor customer service,having my confirmed seat given away.... +more issues"
1,@united has the best customer experience via twitter - huge fan!!!
0,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.
0,"@united Beyond frustrated  Sked change = no seats, earlier departure and double layover.  Of course only seats are $$++.  Cust svc no help"
0,"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR."
1,@united love the new 1st class breakfast!
0,@united i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I'm still irritated w/ united.
0,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!"
0,@united so is the ^JJ standing for Just Joking?  I am not finding the humor.
0,@united at this point I made it home on my own.
1,@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!
0,"@united I would like to talk to a customer service agent about the service / non service I received on my last flight a a week or so a go.
J"
0,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place."
0,@united it wasn't a comment. It was a question. But thanks for your copy and paste response
0,"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!"
0,@united We were supposed to board at 605. They just brought the plane from the hanger! WTF did they not know there was a flight?1153 Lax-EWR
1,@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!
0,@united how about starting without the robotic response?
0,"@united You can't control turbulence, but you can control customer experience, lot of scared people up here."
0,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck."
0,"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR"
0,@united I have been told twice my issue has been resolved and twice it has not been. And when I write an email it bounces?! #worstservice
0,@united flight 433 lets go you look like clowns no one is giving up 1st class for $500
0,@united I'm on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService
1,@united Cool. Thank you.
1,@United I'd like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight
0,@united as a freq flyer it makes me sad to see cust needing assistance treated so poorly. #ServiceFail
0,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice
0,"@united No, thanks. I'm sick of your company's lousy excuse for customer service. I'm never flying United again."
0,@united current hold time AFTER speaking to rep to have tix reissued is 42 mins - why so long &amp; why not make this option available online?
0,@united I understand ppl make mistakes but don't code something in a way that we can't get reimbursed when it's YOUR fault. Just blatant LIE
0,@united also forgot add our bag is probably going to just sit in New Jersey because of a missed connection.
0,@united jx4s2t if you can out today would be great it's our honeymoon and this delay you has put a damper on iy
0,.@united Not what's been shared by the pilot with passengers!
0,@united WHERE IS MY RECEIPT! I upgraded return leg and 6 months Late Flightr still NO receipt! http://t.co/DAjWzhLVyu
0,@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.
0,"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful."
0,@united I'm not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!
0,@united wi-fi on 737-800 (aircraft 3511) didn't work entire ORD-DCA flight this morning
0,"@united Cancelled Flightled my direct flight Newark-Brussels last night, now 7 hours behind schedule. In EU compensation would be a given, but in US?"
0,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time."
0,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay
0,"@united I'm aware of the flight details, thanks. Three hours Late Flight a crew that could not give less of a shit"
0,@united Making sure your flights aren't delayed due to poor maintenance would be a start.
0,@united hilarious
0,@united hahahahaha ya tried that already
0,"@United ""Your bag may or may not be at the airport. Unfortunately, no one at the airport is picking up the phone or responding to messages."""
0,@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool
0,"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm"
0,"@united wasn't trying to Cancelled Flight, just trying to change my award ticket, same date and place, but thanks for sending the link, I know the fee"
0,@united unhappy with your new mileage rules :( - was my main reason to keep flying united. Will have to take my business elsewhere
0,@united I need assistance. Due to your incompetence I need to reschedule a connection. I will NEVER fly @United again.
0,"@united you've been officially displaced by @DeltaAssist for better flight experience, pleasant cabin crew and timeliness. UA 1m switching!"
0,@united you need a bag bouncer. Get it together
0,@united @ShowExpert what is going on with United's Mileage Program? You pay $500 for a ticket and get a fraction of that as PQD credit?
0,"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool."
0,UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation.
0,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight
1,@united Was able to send the DM. All good now.
0,@united three delayed flights and missed connections on first class flights and not get any compensation for losing those seats...
0,@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly
0,@united - it's been almost 2 weeks and still no word from DOT on update of london fare to us cities? any updates on your end?
0,@united well for a start it would be nice if your ticket was actually in the system when you change a flight
0,@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.
0,@united no they did not want to deliver at my house. Had to go to sombrons else house
1,@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.
0,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send."
0,"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback"
0,@united I have sent a message with a bag tag. Have you looked?
0,"@united just sent you a message on Facebook, how do I follow up a complaint re. Missing clothing out of checked baggage?"
0,"@united why do I check in online if I still have to wait in line for an hour to ""check in"" at counter? #fuckinlame  @naia_miaa"
0,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.
0,@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever
0,@united an efficient layout at kiosks/bag drop lines would help as there is no definition to space. Additional friendly and helpful staff
0,"@united - 75% of a plane's passengers boarding in your ""Premier"" groups might be an indication of a broken process."
1,@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 http://t.co/KMQuLY9g5E
0,"@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled, again."
0,"@united changed my last name for my MileagePlus acct on the site in an hour. @BA_USA had me on hold for 20mins, then 5 days &amp; no change yet"
0,"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH"
0,@united Do you have a further update on the suitcase today please.
0,@united literally sucks
1,@united thanks for the upgrade today great way to start my week! Cc: @CiscoJimFrench @cobedien
0,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS
0,@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.
0,@united this is the second time my flights been Cancelled Flightled... Like really?
0,@united really 1st flt frm IAD 2 IAH is - Late Flight &amp; -going via Nashville? #inconvenience. Downgraded but not on ticket
1,@united I am impressed with your super-fast reply to @CGJase
1,"@united hi JP, with the help of an awesome TSA representative, I was able to get it all taken care of. Thank you!"
0,"@united First complaint filed on Feb 11th, over 10 days now and still no response....disappointed but not surprised...."
0,@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting?
0,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable
0,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail
0,@united was trying to change a flight online but got an error can you help via DM?
1,@united the staff was rather efficient and got us solutions just freaked me out a little being in limbo in the air.
0,@united you are terrible.
0,"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight"
0,@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.
0,@united … But friendly efficient air attendants in coach #UA992 http://t.co/49pV3KcHNR
0,"@united Coach interior on UA 992 looked like it was salvaged from the 80s. Tiny unusable video, no power &amp; lifevests on the floor #UA992 …"
0,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)
0,@united on plane to Newark now. I was checked in as Rebecca Levi. My bag is under her name too.
0,@united aaaand 7 hours Late Flightr won't be catching a flight til 6AM...stuck in at airport in a snowstorm with no hotel-how's that for patience?
0,@united @DelonGerry ual sucks
0,@united not happening.  Delta took care of us.  Peace!
0,BUT @united just re-booked to BOS; UGGH!! now 3 hour bus to WMASS home. Could have flown to BDL &amp; back to DC in same time. #unitedairlines
0,@united you have now lost my bag. Never ever flying United again #joke
0,"@united appreciate it, but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue"
0,"@united Missed UA1568 connection due 2 mechanical failure UA1543 (""uplink prob""). I will lose ~$400 in clients Mon. How can you compensate?"
0,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United
0,"@united Yes I did.  We headed out to de-ice 5 minutes after I sent it to you.  Made it to Austin, but am now waiting for the luggage."
0,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!"
0,@united doesn't help the 100 or more passengers that just arrived an hour Late Flight.
0,@united 40 minutes on tarmac now. That's after 9 hour delay.
0,@united I am very glad I took care of own rescheduling now that UA 1580 from OGG was Cancelled Flightled. http://t.co/H3k3oWOhD1
0,@united Tried filling out the status match form and got hit with an error message. How can I tell if it went through? http://t.co/JbDkxd6eFz
0,@united Is flight 746 going to sit on the tarmac FOREVER?????????
0,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.
0,@united that's why I blame your company. Because it had every opportunity to do a job and managed to fail each time for just lazy reasons
1,@united I wanna be grand staff
0,"@united SF crew lack a lot of customer service, LAX employees are a lot better. Wonder why..."
0,@united that's why I missed my flight. If the flight had been held for 5 minutes I would have made it. I watched it pull away from the gate
0,@united also didn't ice the frozen metal walkway. Wasted 40 minutes because no one knew how to do simple jobs.
0,@united your ground crew was inept and left a truck sitting on the Tarmac. Didn't have a gate agent once we got a gate.
1,@united I wanna be ride United airline! I love airplane
0,"@united after 2 days - 1 flight Cancelled Flightled, another delay for 8 hours- united gave me a $7 food voucher. That's how much they value my time??"
0,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity
0,"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving?"
0,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ"
0,"@united I am a loyal Premier Platinum member, but the lack of communication was really bad. Also, i don’t see that it has taken off yet"
0,@united thanks for having changed me. Managed to arrive with only 8 hours of delay and exhausted
0,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?"
0,"@united If you consider 50 mins for bags @ 10:00pm on a Sunday night ""as fast as they can"", you should reconsider what you think that means."
0,"@united It's the horrible attitude from staff after , not just the delay. Not the level of service or respect one expects from United"
0,@united why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead
0,@united On top of that I paid for 1st class and my wife got stuck in coach.
0,@united Ph the pat answers are BS. After I was denied boarding it sat at the gate until 9:05! Your employees totally suck.
0,"@United Over the last week, United has provided me with the worst customer service experience of my life. Disgusting. #united"
0,@united 24 hrs since flight landed and ZERO info on my missing bag? rough ETA would be hugely helpful + restore some confidence
0,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever
0,"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx"
0,@united maybemange the airline alittlebetter. Arrived at LAX and no GATE! #howisthatpossible always the same thing w/u
0,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?
0,"@united even after running to gate from your connecting flight, your customer service not let us in the plane that was just parked. Stranded"
0,@united I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD
0,"@united Nope, no more chances. Your airline messed up both ways of our trip."
0,@united Why announce it is for rollers at all? If I want to put a coat in there isn't that my choice?  How about all gate checked? Thx
1,@united you're my early frontrunner for best airline! #oscars2016
